$STOPPOINT:ID
00753
01341
00494
01099
00628
00488
00151
00717
00995
00486
01086
01234
00605
00107
00980
00619
00733
01872
00248
00020
01388
01862
00767
00629
01222
01104
00813
00637
01357
00491
01631
00253
00582
01284
00379
00103
01184
00672
00209
01051
00655
00542
00552
00861
00596
00886
00989
00005
00426
00116
00272
01123
00346
01014
00165
00851
00764
00266
00560
00144
00649
00566
00935
00634
00885
00288
00004
$SERVICEJOURNEY:ID;FromStopID;ToStopID;DepTime;ArrTime;Distance
02818331;01388;00596;000:12:51:00;000:14:24:00;27900
02818473;00596;01388;000:13:00:00;000:14:34:00;28200
02818319;01388;00596;000:13:01:00;000:14:34:00;27900
02818445;00596;01388;000:13:10:00;000:14:44:00;28200
02818593;01388;00596;000:13:11:00;000:14:44:00;27900
02818427;00596;01388;000:13:20:00;000:14:54:00;28200
02818581;01388;00596;000:13:21:00;000:14:54:00;27900
02818401;00596;01388;000:13:30:00;000:15:04:00;28200
02818572;01388;00596;000:13:31:00;000:15:04:00;27900
02818385;00596;01388;000:13:40:00;000:15:14:00;28200
02818562;01388;00596;000:13:41:00;000:15:14:00;27900
02818372;00596;01388;000:13:50:00;000:15:24:00;28200
02818549;01388;00596;000:13:51:00;000:15:24:00;27900
02818349;00596;01388;000:14:00:00;000:15:34:00;28200
02818540;01388;00596;000:14:01:00;000:15:34:00;27900
02818362;00596;01388;000:14:10:00;000:15:44:00;28200
02818530;01388;00596;000:14:11:00;000:15:44:00;27900
02818340;00596;01388;000:14:20:00;000:15:54:00;28200
02818517;01388;00596;000:14:21:00;000:15:54:00;27900
02818330;00596;01388;000:14:30:00;000:16:04:00;28200
02818507;01388;00596;000:14:31:00;000:16:04:00;27900
02818318;00596;01388;000:14:40:00;000:16:14:00;28200
02818471;01388;00596;000:14:41:00;000:16:14:00;27900
02818592;00596;01388;000:14:50:00;000:16:24:00;28200
02818443;01388;00596;000:14:51:00;000:16:24:00;27900
02818580;00596;01388;000:15:00:00;000:16:34:00;28200
02818425;01388;00596;000:15:01:00;000:16:34:00;27900
02818571;00596;01388;000:15:10:00;000:16:44:00;28200
02818399;01388;00596;000:15:11:00;000:16:44:00;27900
02818561;00596;01388;000:15:20:00;000:16:54:00;28200
02818384;01388;00596;000:15:21:00;000:16:54:00;27900
02818548;00596;01388;000:15:30:00;000:17:04:00;28200
02818371;01388;00596;000:15:31:00;000:17:04:00;27900
02818539;00596;01388;000:15:40:00;000:17:14:00;28200
02818348;01388;00596;000:15:41:00;000:17:14:00;27900
02818529;00596;01388;000:15:50:00;000:17:24:00;28200
02818361;01388;00596;000:15:51:00;000:17:24:00;27900
02818516;00596;01388;000:16:00:00;000:17:34:00;28200
02818339;01388;00596;000:16:01:00;000:17:34:00;27900
02818506;00596;01388;000:16:10:00;000:17:44:00;28200
02818329;01388;00596;000:16:11:00;000:17:44:00;27900
02818469;00596;01388;000:16:20:00;000:17:54:00;28200
02818295;01388;00596;000:16:21:00;000:17:54:00;27900
02818441;00596;01388;000:16:30:00;000:18:04:00;28200
02818591;01388;00596;000:16:31:00;000:18:04:00;27900
02818423;00596;01388;000:16:40:00;000:18:14:00;28200
02818579;01388;00596;000:16:41:00;000:18:14:00;27900
02818397;00596;01388;000:16:50:00;000:18:24:00;28200
02818570;01388;00596;000:16:51:00;000:18:24:00;27900
02818383;00596;01388;000:17:00:00;000:18:34:00;28200
02818560;01388;00596;000:17:01:00;000:18:34:00;27900
02818370;00596;01388;000:17:10:00;000:18:44:00;28200
02818547;01388;00596;000:17:11:00;000:18:44:00;27900
02818347;00596;01388;000:17:20:00;000:18:54:00;28200
02818538;01388;00596;000:17:21:00;000:18:54:00;27900
02818360;00596;01388;000:17:30:00;000:19:04:00;28200
02818528;01388;00596;000:17:31:00;000:19:04:00;27900
02818338;00596;01388;000:17:40:00;000:19:14:00;28200
02818515;01388;00596;000:17:41:00;000:19:14:00;27900
02818328;00596;01388;000:17:50:00;000:19:24:00;28200
02818485;01388;00596;000:17:51:00;000:19:24:00;27900
02818294;00596;01388;000:18:00:00;000:19:34:00;28200
02818467;01388;00596;000:18:01:00;000:19:34:00;27900
02818590;00596;01388;000:18:10:00;000:19:44:00;28200
02818439;01388;00596;000:18:11:00;000:19:44:00;27900
02818578;00596;01388;000:18:20:00;000:19:54:00;28200
02818421;01388;00596;000:18:21:00;000:19:54:00;27900
02818569;00596;01388;000:18:30:00;000:20:04:00;28200
02818395;01388;00596;000:18:31:00;000:20:04:00;27900
02818559;00596;01388;000:18:40:00;000:20:14:00;28200
02818382;01388;00596;000:18:41:00;000:20:14:00;27900
02818546;00596;01388;000:18:50:00;000:20:24:00;28200
02818369;01388;00596;000:18:51:00;000:20:24:00;27900
02818537;00596;01341;000:19:00:00;000:20:14:00;22200
02818346;01388;00717;000:19:01:00;000:20:23:00;24600
02818527;00596;01388;000:19:10:00;000:20:44:00;28200
02818359;01388;00596;000:19:11:00;000:20:44:00;27900
02818514;00596;01341;000:19:20:00;000:20:34:00;22200
02818337;01388;00672;000:19:21:00;000:20:13:00;15600
02818481;00596;00672;000:19:30:00;000:20:08:00;11400
02818327;01388;00596;000:19:31:00;000:21:04:00;27900
02818293;01388;00672;000:19:41:00;000:20:33:00;15600
02818465;00596;01388;000:19:47:00;000:21:03:00;22800
02818589;01388;00596;000:19:51:00;000:21:24:00;27900
02818419;00596;01388;000:20:07:00;000:21:23:00;22800
02818568;01388;01341;000:20:11:00;000:20:26:00;4500
02818558;01388;00596;000:20:25:00;000:21:39:00;22200
02818381;00596;01388;000:20:27:00;000:21:43:00;22800
02818526;01388;00596;000:20:45:00;000:21:59:00;22200
02818358;00596;01388;000:20:47:00;000:22:03:00;22800
02818463;01388;00596;000:21:05:00;000:22:19:00;22200
02818326;00596;01388;000:21:07:00;000:22:23:00;22800
02818417;01388;00596;000:21:25:00;000:22:39:00;22200
02818588;00596;01388;000:21:27:00;000:22:43:00;22800
02818380;01388;00596;000:21:45:00;000:22:59:00;22200
02818557;00596;01388;000:21:47:00;000:23:03:00;22800
02818357;01388;00596;000:22:05:00;000:23:19:00;22200
02818525;00596;01388;000:22:07:00;000:23:23:00;22800
02818325;01388;00596;000:22:25:00;000:23:39:00;22200
02818461;00596;01388;000:22:27:00;000:23:43:00;22800
02818587;01388;00596;000:22:45:00;000:23:59:00;22200
02818415;00596;01388;000:22:47:00;001:00:03:00;22800
02818556;01388;00596;000:23:05:00;001:00:19:00;22200
02818379;00596;01388;000:23:07:00;001:00:23:00;22800
02818524;01388;00596;000:23:25:00;001:00:39:00;22200
02818356;00596;01388;000:23:27:00;001:00:43:00;22800
02818459;01388;00596;000:23:45:00;001:00:59:00;22200
02818324;00596;01388;000:23:47:00;001:01:03:00;22800
02818413;01388;00596;001:00:05:00;001:01:19:00;22200
02818586;00596;01388;001:00:07:00;001:01:23:00;22800
02818378;01388;00596;001:00:25:00;001:01:39:00;22200
02818555;00596;01388;001:00:27:00;001:01:43:00;22800
02818523;00596;01341;001:00:47:00;001:01:48:00;18300
02818355;01388;00672;001:00:55:00;001:01:33:00;11400
02818457;00596;00672;001:01:07:00;001:01:38:00;9300
02884283;00655;00151;000:05:01:00;000:05:42:00;12300
02884313;00151;00655;000:05:03:00;000:05:44:00;12300
02884205;00655;00151;000:05:21:00;000:06:02:00;12300
02884342;00151;00655;000:05:23:00;000:06:04:00;12300
02884224;00655;00151;000:05:41:00;000:06:22:00;12300
02884394;00151;00655;000:05:43:00;000:06:24:00;12300
02884312;00655;00116;000:05:51:00;000:06:21:00;9000
02884243;00655;00151;000:06:01:00;000:06:42:00;12300
02884282;00151;00655;000:06:03:00;000:06:44:00;12300
02884370;00116;00655;000:06:03:00;000:06:34:00;9300
02884341;00655;00116;000:06:11:00;000:06:41:00;9000
02884262;00655;00151;000:06:21:00;000:07:02:00;12300
02884204;00151;00655;000:06:23:00;000:07:04:00;12300
02884311;00116;00655;000:06:23:00;000:06:54:00;9300
02884393;00655;00116;000:06:31:00;000:07:01:00;9000
02884369;00655;00151;000:06:41:00;000:07:22:00;12300
02884223;00151;00655;000:06:43:00;000:07:24:00;12300
02884340;00116;00655;000:06:43:00;000:07:14:00;9300
02884281;00655;00151;000:06:51:00;000:07:32:00;12300
02884310;00655;00151;000:07:01:00;000:07:42:00;12300
02884392;00116;00655;000:07:03:00;000:07:34:00;9300
02884242;00151;00655;000:07:03:00;000:07:44:00;12300
02884203;00655;00151;000:07:11:00;000:07:52:00;12300
02884261;00151;00655;000:07:13:00;000:07:54:00;12300
02884339;00655;00151;000:07:21:00;000:08:02:00;12300
02884368;00151;00655;000:07:23:00;000:08:04:00;12300
02884222;00655;00151;000:07:31:00;000:08:12:00;12300
02884415;01123;00151;000:07:33:00;000:07:36:00;900
02884280;00151;00655;000:07:33:00;000:08:14:00;12300
02883793;01104;00151;000:07:36:00;000:07:40:00;1200
02883773;00151;01123;000:07:40:00;000:07:42:00;600
02884391;00655;00151;000:07:41:00;000:08:22:00;12300
02884185;00151;00655;000:07:43:00;000:08:24:00;12300
02884241;00655;00151;000:07:51:00;000:08:32:00;12300
02884309;00151;00655;000:07:53:00;000:08:34:00;12300
02884260;00655;00151;000:08:01:00;000:08:42:00;12300
02884202;00151;00655;000:08:03:00;000:08:44:00;12300
02884367;00655;00116;000:08:11:00;000:08:41:00;9000
02884338;00151;00655;000:08:13:00;000:08:54:00;12300
02884279;00655;00151;000:08:21:00;000:09:02:00;12300
02884221;00151;00655;000:08:23:00;000:09:04:00;12300
02884184;00655;00116;000:08:31:00;000:09:01:00;9000
02884308;00655;00151;000:08:41:00;000:09:22:00;12300
02884240;00151;00655;000:08:43:00;000:09:24:00;12300
02884366;00116;00655;000:08:43:00;000:09:14:00;9300
02884201;00655;00116;000:08:51:00;000:09:21:00;9000
02884337;00655;00151;000:09:01:00;000:09:42:00;12300
02884259;00151;00655;000:09:03:00;000:09:44:00;12300
02884183;00116;00655;000:09:03:00;000:09:34:00;9300
02884220;00655;00116;000:09:11:00;000:09:41:00;9000
02884365;00655;00151;000:09:21:00;000:10:02:00;12300
02884200;00116;00655;000:09:23:00;000:09:54:00;9300
02884278;00151;00655;000:09:23:00;000:10:04:00;12300
02884239;00655;00116;000:09:31:00;000:10:01:00;9000
02884182;00655;00151;000:09:41:00;000:10:22:00;12300
02884219;00116;00655;000:09:43:00;000:10:14:00;9300
02884307;00151;00655;000:09:43:00;000:10:24:00;12300
02884258;00655;00116;000:09:51:00;000:10:21:00;9000
02884199;00655;00151;000:10:01:00;000:10:42:00;12300
02884238;00116;00655;000:10:03:00;000:10:34:00;9300
02884336;00151;00655;000:10:03:00;000:10:44:00;12300
02884277;00655;00116;000:10:11:00;000:10:41:00;9000
02884218;00655;00151;000:10:21:00;000:11:02:00;12300
02884257;00116;00655;000:10:23:00;000:10:54:00;9300
02884364;00151;00655;000:10:23:00;000:11:04:00;12300
02884306;00655;00116;000:10:31:00;000:11:01:00;9000
02884237;00655;00151;000:10:41:00;000:11:22:00;12300
02884181;00151;00655;000:10:43:00;000:11:24:00;12300
02884276;00116;00655;000:10:43:00;000:11:14:00;9300
02884335;00655;00116;000:10:51:00;000:11:21:00;9000
02884256;00655;00151;000:11:01:00;000:11:42:00;12300
02884198;00151;00655;000:11:03:00;000:11:44:00;12300
02884305;00116;00655;000:11:03:00;000:11:34:00;9300
02884363;00655;00116;000:11:11:00;000:11:41:00;9000
02884275;00655;00151;000:11:21:00;000:12:02:00;12300
02884217;00151;00655;000:11:23:00;000:12:04:00;12300
02884334;00116;00655;000:11:23:00;000:11:54:00;9300
02884153;00655;00116;000:11:31:00;000:12:01:00;9000
02884304;00655;00151;000:11:41:00;000:12:22:00;12300
02884236;00151;00655;000:11:43:00;000:12:24:00;12300
02884362;00116;00655;000:11:43:00;000:12:14:00;9300
02884197;00655;00116;000:11:51:00;000:12:21:00;9000
02884333;00655;00151;000:12:01:00;000:12:42:00;12300
02884255;00151;00655;000:12:03:00;000:12:44:00;12300
02884136;00116;00655;000:12:03:00;000:12:34:00;9300
02884216;00655;00116;000:12:11:00;000:12:41:00;9000
02884361;00655;00151;000:12:21:00;000:13:02:00;12300
02884196;00116;00655;000:12:23:00;000:12:54:00;9300
02884274;00151;00655;000:12:23:00;000:13:04:00;12300
02884235;00655;00116;000:12:31:00;000:13:01:00;9000
02884095;00655;00151;000:12:41:00;000:13:22:00;12300
02884215;00116;00655;000:12:43:00;000:13:14:00;9300
02884303;00151;00655;000:12:43:00;000:13:24:00;12300
02884414;00989;00151;000:12:45:00;000:12:58:00;3900
02884254;00655;00116;000:12:51:00;000:13:21:00;9000
02884195;00655;00151;000:13:01:00;000:13:42:00;12300
02884234;00116;00655;000:13:03:00;000:13:34:00;9300
02884332;00151;00655;000:13:03:00;000:13:44:00;12300
02884413;00151;01104;000:13:06:00;000:13:09:00;900
02884273;00655;00116;000:13:11:00;000:13:41:00;9000
02884214;00655;00151;000:13:21:00;000:14:02:00;12300
02884253;00116;00655;000:13:23:00;000:13:54:00;9300
02884360;00151;00655;000:13:23:00;000:14:04:00;12300
02884302;00655;00116;000:13:31:00;000:14:01:00;9000
02884233;00655;00151;000:13:41:00;000:14:22:00;12300
02884094;00151;00655;000:13:43:00;000:14:24:00;12300
02884272;00116;00655;000:13:43:00;000:14:14:00;9300
02884331;00655;00116;000:13:51:00;000:14:21:00;9000
02884252;00655;00151;000:14:01:00;000:14:42:00;12300
02884194;00151;00655;000:14:03:00;000:14:44:00;12300
02884301;00116;00655;000:14:03:00;000:14:34:00;9300
02884359;00655;00116;000:14:11:00;000:14:41:00;9000
02884271;00655;00151;000:14:21:00;000:15:02:00;12300
02884213;00151;00655;000:14:23:00;000:15:04:00;12300
02884330;00116;00655;000:14:23:00;000:14:54:00;9300
02884038;00655;00116;000:14:31:00;000:15:01:00;9000
02884300;00655;00151;000:14:41:00;000:15:22:00;12300
02884232;00151;00655;000:14:43:00;000:15:24:00;12300
02884358;00116;00655;000:14:43:00;000:15:14:00;9300
02884193;00655;00116;000:14:51:00;000:15:21:00;9000
02884329;00655;00151;000:15:01:00;000:15:42:00;12300
02884251;00151;00655;000:15:03:00;000:15:44:00;12300
02883982;00116;00655;000:15:03:00;000:15:34:00;9300
02884212;00655;00116;000:15:11:00;000:15:41:00;9000
02884357;00655;00151;000:15:21:00;000:16:02:00;12300
02884192;00116;00655;000:15:23:00;000:15:54:00;9300
02884270;00151;00655;000:15:23:00;000:16:04:00;12300
02884381;00655;00272;000:15:26:00;000:15:40:00;4200
02884231;00655;00116;000:15:31:00;000:16:01:00;9000
02884390;00655;00272;000:15:36:00;000:15:50:00;4200
02884412;00272;00655;000:15:36:00;000:15:50:00;4200
02883977;00655;00151;000:15:41:00;000:16:22:00;12300
02884211;00116;00655;000:15:43:00;000:16:14:00;9300
02884299;00151;00655;000:15:43:00;000:16:24:00;12300
02884380;00272;00655;000:15:46:00;000:16:00:00;4200
02884403;00655;00272;000:15:46:00;000:16:00:00;4200
02884250;00655;00116;000:15:51:00;000:16:21:00;9000
02884389;00272;00655;000:15:56:00;000:16:10:00;4200
02884411;00655;00272;000:15:56:00;000:16:10:00;4200
02884191;00655;00151;000:16:01:00;000:16:42:00;12300
02884230;00116;00655;000:16:03:00;000:16:34:00;9300
02884328;00151;00655;000:16:03:00;000:16:44:00;12300
02884379;00655;00272;000:16:06:00;000:16:20:00;4200
02884402;00272;00655;000:16:06:00;000:16:20:00;4200
02884269;00655;00116;000:16:11:00;000:16:41:00;9000
02884388;00655;00272;000:16:16:00;000:16:30:00;4200
02884410;00272;00655;000:16:16:00;000:16:30:00;4200
02884210;00655;00151;000:16:21:00;000:17:02:00;12300
02884249;00116;00655;000:16:23:00;000:16:54:00;9300
02884356;00151;00655;000:16:23:00;000:17:04:00;12300
02884378;00272;00655;000:16:26:00;000:16:40:00;4200
02884401;00655;00272;000:16:26:00;000:16:40:00;4200
02884298;00655;00116;000:16:31:00;000:17:01:00;9000
02884387;00272;00655;000:16:36:00;000:16:50:00;4200
02884409;00655;00272;000:16:36:00;000:16:50:00;4200
02884229;00655;00151;000:16:41:00;000:17:22:00;12300
02883975;00151;00655;000:16:43:00;000:17:24:00;12300
02884268;00116;00655;000:16:43:00;000:17:14:00;9300
02884377;00655;00272;000:16:46:00;000:17:00:00;4200
02884400;00272;00655;000:16:46:00;000:17:00:00;4200
02884327;00655;00116;000:16:51:00;000:17:21:00;9000
02884386;00655;00272;000:16:56:00;000:17:10:00;4200
02884408;00272;00655;000:16:56:00;000:17:10:00;4200
02884248;00655;00151;000:17:01:00;000:17:42:00;12300
02884190;00151;00655;000:17:03:00;000:17:44:00;12300
02884297;00116;00655;000:17:03:00;000:17:34:00;9300
02884376;00272;00655;000:17:06:00;000:17:20:00;4200
02884399;00655;00272;000:17:06:00;000:17:20:00;4200
02884355;00655;00116;000:17:11:00;000:17:41:00;9000
02884385;00272;00655;000:17:16:00;000:17:30:00;4200
02884407;00655;00272;000:17:16:00;000:17:30:00;4200
02884267;00655;00151;000:17:21:00;000:18:02:00;12300
02884209;00151;00655;000:17:23:00;000:18:04:00;12300
02884326;00116;00655;000:17:23:00;000:17:54:00;9300
02884375;00655;00272;000:17:26:00;000:17:40:00;4200
02884398;00272;00655;000:17:26:00;000:17:40:00;4200
02883938;00655;00116;000:17:31:00;000:18:01:00;9000
02884384;00655;00272;000:17:36:00;000:17:50:00;4200
02884406;00272;00655;000:17:36:00;000:17:50:00;4200
02884296;00655;00151;000:17:41:00;000:18:22:00;12300
02884228;00151;00655;000:17:43:00;000:18:24:00;12300
02884354;00116;00655;000:17:43:00;000:18:14:00;9300
02884374;00272;00655;000:17:46:00;000:18:00:00;4200
02884397;00655;00272;000:17:46:00;000:18:00:00;4200
02884189;00655;00116;000:17:51:00;000:18:21:00;9000
02884383;00272;00655;000:17:56:00;000:18:10:00;4200
02884405;00655;00272;000:17:56:00;000:18:10:00;4200
02884325;00655;00151;000:18:01:00;000:18:42:00;12300
02884247;00151;00655;000:18:03:00;000:18:44:00;12300
02883886;00116;00655;000:18:03:00;000:18:34:00;9300
02884373;00655;00272;000:18:06:00;000:18:20:00;4200
02884396;00272;00655;000:18:06:00;000:18:20:00;4200
02884208;00655;00116;000:18:11:00;000:18:41:00;9000
02884382;00655;00272;000:18:16:00;000:18:30:00;4200
02884404;00272;00655;000:18:16:00;000:18:30:00;4200
02884353;00655;00151;000:18:21:00;000:19:02:00;12300
02884188;00116;00655;000:18:23:00;000:18:54:00;9300
02884266;00151;00655;000:18:23:00;000:19:04:00;12300
02884372;00272;00655;000:18:26:00;000:18:40:00;4200
02884395;00655;00272;000:18:26:00;000:18:40:00;4200
02884227;00655;00116;000:18:31:00;000:19:01:00;9000
02883814;00655;00151;000:18:41:00;000:19:22:00;12300
02884207;00116;00655;000:18:43:00;000:19:14:00;9300
02884295;00151;00655;000:18:43:00;000:19:24:00;12300
02884246;00655;00116;000:18:51:00;000:19:21:00;9000
02884187;00655;00151;000:19:01:00;000:19:42:00;12300
02884226;00116;00655;000:19:03:00;000:19:34:00;9300
02884324;00151;00655;000:19:03:00;000:19:44:00;12300
02884265;00655;00116;000:19:11:00;000:19:41:00;9000
02884244;00655;00151;000:19:21:00;000:20:02:00;12300
02884245;00116;00655;000:19:23:00;000:19:54:00;9300
02884352;00151;00655;000:19:23:00;000:20:04:00;12300
02884294;00655;00116;000:19:31:00;000:20:01:00;9000
02884263;00655;00151;000:19:41:00;000:20:22:00;12300
02884206;00151;00655;000:19:43:00;000:20:24:00;12300
02884264;00116;00655;000:19:43:00;000:20:14:00;9300
02884323;00655;00116;000:19:51:00;000:20:21:00;9000
02883799;00655;00151;000:20:01:00;000:20:42:00;12300
02884225;00151;00655;000:20:03:00;000:20:44:00;12300
02884293;00116;00655;000:20:03:00;000:20:34:00;9300
02884351;00655;00116;000:20:11:00;000:20:41:00;9000
02884186;00655;00116;000:20:21:00;000:20:51:00;9000
02884322;00116;00655;000:20:23:00;000:20:54:00;9300
02884321;00655;00116;000:20:41:00;000:21:06:00;7500
02884292;00116;00655;000:20:49:00;000:21:15:00;7800
02884291;00655;00116;000:21:01:00;000:21:26:00;7500
02884320;00116;00655;000:21:09:00;000:21:35:00;7800
02884348;00655;00116;000:21:21:00;000:21:46:00;7500
02884349;00116;00655;000:21:29:00;000:21:55:00;7800
02884319;00655;00116;000:21:41:00;000:22:06:00;7500
02884289;00116;00655;000:21:49:00;000:22:15:00;7800
02884318;00655;00116;000:22:01:00;000:22:26:00;7500
02884290;00116;00655;000:22:09:00;000:22:35:00;7800
02884317;00655;00116;000:22:21:00;000:22:46:00;7500
02884288;00116;00655;000:22:29:00;000:22:55:00;7800
02884346;00655;00116;000:22:41:00;000:23:06:00;7500
02884347;00116;00655;000:22:49:00;000:23:15:00;7800
02884287;00655;00116;000:23:01:00;000:23:26:00;7500
02884316;00116;00655;000:23:09:00;000:23:35:00;7800
02884286;00655;00116;000:23:21:00;000:23:46:00;7500
02884345;00116;00655;000:23:29:00;000:23:55:00;7800
02884285;00655;00116;000:23:41:00;001:00:06:00;7500
02884284;00116;00655;000:23:49:00;001:00:15:00;7800
02884343;00655;00116;001:00:01:00;001:00:26:00;7500
02884314;00116;00655;001:00:09:00;001:00:35:00;7800
02884344;00655;00116;001:00:21:00;001:00:46:00;7500
02884315;00116;00655;001:00:29:00;001:00:55:00;7800
02884371;00655;00116;001:00:41:00;001:01:06:00;7500
$DEADRUNTIME:FromStopID;ToStopID;Distance;RunTime
00004;00103;9800;1500
00004;00116;3400;960
00004;00144;4000;900
00004;00151;4500;840
00004;00165;8600;2400
00004;00209;4600;600
00004;00248;5600;720
00004;00253;3300;840
00004;00266;7700;2100
00004;00272;4400;600
00004;00288;3900;900
00004;00346;3700;660
00004;00379;5400;1080
00004;00426;13000;2400
00004;00486;5500;660
00004;00491;10100;2760
00004;00494;6100;1080
00004;00542;5100;720
00004;00552;2750;600
00004;00560;3600;780
00004;00566;8600;1500
00004;00582;5600;1140
00004;00596;9000;1500
00004;00605;5900;720
00004;00619;12000;1800
00004;00628;14000;2220
00004;00629;5400;1020
00004;00634;8100;1440
00004;00637;9600;1800
00004;00649;6200;1140
00004;00655;7600;1920
00004;00672;4100;960
00004;00717;6200;1500
00004;00733;7400;1260
00004;00753;9900;2100
00004;00764;5400;1200
00004;00767;5100;1200
00004;00813;2200;480
00004;00851;6300;1320
00004;00861;8300;1440
00004;00885;10900;1560
00004;00935;3700;840
00004;00980;6600;1680
00004;00989;3500;780
00004;00995;5500;840
00004;01014;5200;1200
00004;01099;1600;360
00004;01184;12200;1920
00004;01222;6400;1080
00004;01234;1500;480
00004;01284;15300;1800
00004;01341;11400;1380
00004;01357;2900;480
00004;01388;15400;1860
00004;01631;10500;1320
00004;01862;8800;1080
00004;01872;3300;480
00103;00004;9000;1440
00107;00767;6720;840
00116;00004;3400;840
00116;00717;3100;420
00144;00004;4500;960
00144;00813;4104;480
00151;00004;4500;840
00151;01104;1440;180
00151;01123;960;120
00165;00004;7200;2520
00209;00004;4600;600
00248;00004;5600;720
00253;00004;3300;840
00266;00004;9400;2100
00272;00004;4400;600
00288;00004;3300;840
00288;00426;3100;360
00346;00004;3700;780
00346;00629;3040;480
00346;00649;3733;360
00379;00004;5400;1080
00426;00004;13000;2040
00426;00288;3100;360
00426;00861;6000;720
00426;01284;4900;960
00426;01341;2400;420
00426;01388;5200;600
00486;00004;5500;660
00486;00629;2600;420
00488;00753;3360;420
00491;00004;8600;2280
00491;00753;6541;660
00494;00004;5300;1140
00542;00004;5100;720
00542;00649;2767;480
00552;00004;2750;600
00560;00004;3600;780
00566;00004;7600;1440
00566;01051;1920;240
00582;00004;5600;1140
00582;00672;2600;300
00596;00004;9000;1440
00596;00717;2200;300
00596;00753;2000;300
00605;00004;5900;720
00619;00004;12000;1800
00628;00004;13200;2220
00629;00004;4600;1020
00629;00346;3040;480
00629;00486;2600;420
00629;00649;4000;480
00629;00935;5000;600
00634;00004;8100;1440
00637;00004;9600;1800
00649;00004;6200;1380
00649;00346;3733;360
00649;00542;2767;480
00649;00629;4000;480
00649;00733;1300;240
00649;00886;1920;240
00655;00004;7200;1620
00672;00004;2700;900
00672;00582;2600;300
00672;00717;6100;840
00672;00995;3800;480
00672;01222;3584;660
00717;00004;6100;1440
00717;00116;3100;420
00717;00596;2200;300
00717;00672;6100;840
00717;00753;4200;600
00733;00004;7400;1380
00733;00649;1300;240
00753;00004;8900;1800
00753;00488;3840;480
00753;00491;6541;660
00753;00596;2000;300
00753;00717;4200;600
00764;00004;5400;1140
00764;00767;99;60
00764;00813;3900;600
00767;00004;5400;1140
00767;00107;6720;840
00767;00764;99;60
00767;01234;6800;780
00813;00004;2200;660
00813;00144;4104;480
00813;00764;3900;600
00851;00004;6300;1140
00861;00004;8700;1560
00861;00426;6000;720
00885;00004;10900;1560
00886;00649;1920;240
00935;00004;2000;480
00935;00629;5000;600
00980;00004;4900;1560
00989;00004;3500;840
00995;00004;5500;840
00995;00672;3800;480
01014;00004;5200;1140
01051;00566;1920;240
01086;01123;960;120
01099;00004;1600;480
01104;00151;1920;240
01123;00151;1440;180
01123;01086;1440;180
01184;00004;12200;1920
01222;00004;5400;1140
01222;00672;3584;660
01234;00004;1500;480
01234;00767;6800;780
01284;00004;9400;1560
01284;00426;4900;960
01341;00004;10400;1260
01341;00426;2400;420
01357;00004;2800;600
01388;00004;14600;1800
01388;00426;5200;600
01631;00004;10500;1320
01862;00004;8800;1080
01872;00004;3300;480
00753;00753;0;0
00753;01341;5483;942
00753;00494;5483;942
00753;01099;5483;942
00753;00628;5483;942
00753;00151;5483;942
00753;00995;5483;942
00753;00486;5483;942
00753;01086;5483;942
00753;01234;5483;942
00753;00605;5483;942
00753;00107;5483;942
00753;00980;5483;942
00753;00619;5483;942
00753;00733;5483;942
00753;01872;5483;942
00753;00248;5483;942
00753;00020;5483;942
00753;01388;5483;942
00753;01862;5483;942
00753;00767;5483;942
00753;00629;5483;942
00753;01222;5483;942
00753;01104;5483;942
00753;00813;5483;942
00753;00637;5483;942
00753;01357;5483;942
00753;01631;5483;942
00753;00253;5483;942
00753;00582;5483;942
00753;01284;5483;942
00753;00379;5483;942
00753;00103;5483;942
00753;01184;5483;942
00753;00672;5483;942
00753;00209;5483;942
00753;01051;5483;942
00753;00655;5483;942
00753;00542;5483;942
00753;00552;5483;942
00753;00861;5483;942
00753;00886;5483;942
00753;00989;5483;942
00753;00005;5483;942
00753;00426;5483;942
00753;00116;5483;942
00753;00272;5483;942
00753;01123;5483;942
00753;00346;5483;942
00753;01014;5483;942
00753;00165;5483;942
00753;00851;5483;942
00753;00764;5483;942
00753;00266;5483;942
00753;00560;5483;942
00753;00144;5483;942
00753;00649;5483;942
00753;00566;5483;942
00753;00935;5483;942
00753;00634;5483;942
00753;00885;5483;942
00753;00288;5483;942
01341;00753;5483;942
01341;01341;0;0
01341;00494;5483;942
01341;01099;5483;942
01341;00628;5483;942
01341;00488;5483;942
01341;00151;5483;942
01341;00717;5483;942
01341;00995;5483;942
01341;00486;5483;942
01341;01086;5483;942
01341;01234;5483;942
01341;00605;5483;942
01341;00107;5483;942
01341;00980;5483;942
01341;00619;5483;942
01341;00733;5483;942
01341;01872;5483;942
01341;00248;5483;942
01341;00020;5483;942
01341;01388;5483;942
01341;01862;5483;942
01341;00767;5483;942
01341;00629;5483;942
01341;01222;5483;942
01341;01104;5483;942
01341;00813;5483;942
01341;00637;5483;942
01341;01357;5483;942
01341;00491;5483;942
01341;01631;5483;942
01341;00253;5483;942
01341;00582;5483;942
01341;01284;5483;942
01341;00379;5483;942
01341;00103;5483;942
01341;01184;5483;942
01341;00672;5483;942
01341;00209;5483;942
01341;01051;5483;942
01341;00655;5483;942
01341;00542;5483;942
01341;00552;5483;942
01341;00861;5483;942
