$STOPPOINT:ID
01099
01222
00491
00717
00582
00619
00861
00552
00272
01631
00107
01872
00253
00629
01104
01234
00649
00851
01184
00596
00005
00753
00165
00733
00672
01284
00209
00379
00767
01086
00886
00494
00542
00764
00605
00935
00995
00151
00266
00628
00560
00566
01388
00885
00426
01014
00103
00004
00989
01341
00637
00020
00980
00144
00813
01123
00116
00655
00634
00488
01051
00288
00486
01862
00248
00346
01357
$SERVICEJOURNEY:ID;FromStopID;ToStopID;DepTime;ArrTime;Distance
02818445;00596;01388;000:13:10:00;000:14:44:00;28200
02818593;01388;00596;000:13:11:00;000:14:44:00;27900
02818427;00596;01388;000:13:20:00;000:14:54:00;28200
02818581;01388;00596;000:13:21:00;000:14:54:00;27900
02818401;00596;01388;000:13:30:00;000:15:04:00;28200
02818572;01388;00596;000:13:31:00;000:15:04:00;27900
02818385;00596;01388;000:13:40:00;000:15:14:00;28200
02818562;01388;00596;000:13:41:00;000:15:14:00;27900
02818372;00596;01388;000:13:50:00;000:15:24:00;28200
02818549;01388;00596;000:13:51:00;000:15:24:00;27900
02818349;00596;01388;000:14:00:00;000:15:34:00;28200
02818540;01388;00596;000:14:01:00;000:15:34:00;27900
02818362;00596;01388;000:14:10:00;000:15:44:00;28200
02818530;01388;00596;000:14:11:00;000:15:44:00;27900
02818340;00596;01388;000:14:20:00;000:15:54:00;28200
02818517;01388;00596;000:14:21:00;000:15:54:00;27900
02818330;00596;01388;000:14:30:00;000:16:04:00;28200
02818507;01388;00596;000:14:31:00;000:16:04:00;27900
02818318;00596;01388;000:14:40:00;000:16:14:00;28200
02818471;01388;00596;000:14:41:00;000:16:14:00;27900
02818592;00596;01388;000:14:50:00;000:16:24:00;28200
02818443;01388;00596;000:14:51:00;000:16:24:00;27900
02818580;00596;01388;000:15:00:00;000:16:34:00;28200
02818425;01388;00596;000:15:01:00;000:16:34:00;27900
02818571;00596;01388;000:15:10:00;000:16:44:00;28200
02818399;01388;00596;000:15:11:00;000:16:44:00;27900
02818561;00596;01388;000:15:20:00;000:16:54:00;28200
02818384;01388;00596;000:15:21:00;000:16:54:00;27900
02818548;00596;01388;000:15:30:00;000:17:04:00;28200
02818371;01388;00596;000:15:31:00;000:17:04:00;27900
02818539;00596;01388;000:15:40:00;000:17:14:00;28200
02818348;01388;00596;000:15:41:00;000:17:14:00;27900
02818529;00596;01388;000:15:50:00;000:17:24:00;28200
02818361;01388;00596;000:15:51:00;000:17:24:00;27900
02818516;00596;01388;000:16:00:00;000:17:34:00;28200
02818339;01388;00596;000:16:01:00;000:17:34:00;27900
02818506;00596;01388;000:16:10:00;000:17:44:00;28200
02818329;01388;00596;000:16:11:00;000:17:44:00;27900
02818469;00596;01388;000:16:20:00;000:17:54:00;28200
02818295;01388;00596;000:16:21:00;000:17:54:00;27900
02818441;00596;01388;000:16:30:00;000:18:04:00;28200
02818591;01388;00596;000:16:31:00;000:18:04:00;27900
02818423;00596;01388;000:16:40:00;000:18:14:00;28200
02818579;01388;00596;000:16:41:00;000:18:14:00;27900
02818397;00596;01388;000:16:50:00;000:18:24:00;28200
02818570;01388;00596;000:16:51:00;000:18:24:00;27900
02818383;00596;01388;000:17:00:00;000:18:34:00;28200
02818560;01388;00596;000:17:01:00;000:18:34:00;27900
02818370;00596;01388;000:17:10:00;000:18:44:00;28200
02818547;01388;00596;000:17:11:00;000:18:44:00;27900
02818347;00596;01388;000:17:20:00;000:18:54:00;28200
02818538;01388;00596;000:17:21:00;000:18:54:00;27900
02818360;00596;01388;000:17:30:00;000:19:04:00;28200
02818528;01388;00596;000:17:31:00;000:19:04:00;27900
02818338;00596;01388;000:17:40:00;000:19:14:00;28200
02818515;01388;00596;000:17:41:00;000:19:14:00;27900
02818328;00596;01388;000:17:50:00;000:19:24:00;28200
02818485;01388;00596;000:17:51:00;000:19:24:00;27900
02818294;00596;01388;000:18:00:00;000:19:34:00;28200
02818467;01388;00596;000:18:01:00;000:19:34:00;27900
02818590;00596;01388;000:18:10:00;000:19:44:00;28200
02818439;01388;00596;000:18:11:00;000:19:44:00;27900
02818578;00596;01388;000:18:20:00;000:19:54:00;28200
02818421;01388;00596;000:18:21:00;000:19:54:00;27900
02818569;00596;01388;000:18:30:00;000:20:04:00;28200
02818395;01388;00596;000:18:31:00;000:20:04:00;27900
02818559;00596;01388;000:18:40:00;000:20:14:00;28200
02818382;01388;00596;000:18:41:00;000:20:14:00;27900
02818546;00596;01388;000:18:50:00;000:20:24:00;28200
02818369;01388;00596;000:18:51:00;000:20:24:00;27900
02818537;00596;01341;000:19:00:00;000:20:14:00;22200
02818346;01388;00717;000:19:01:00;000:20:23:00;24600
02818527;00596;01388;000:19:10:00;000:20:44:00;28200
02818359;01388;00596;000:19:11:00;000:20:44:00;27900
02818514;00596;01341;000:19:20:00;000:20:34:00;22200
02818337;01388;00672;000:19:21:00;000:20:13:00;15600
02818481;00596;00672;000:19:30:00;000:20:08:00;11400
02818327;01388;00596;000:19:31:00;000:21:04:00;27900
02818293;01388;00672;000:19:41:00;000:20:33:00;15600
02818465;00596;01388;000:19:47:00;000:21:03:00;22800
02818589;01388;00596;000:19:51:00;000:21:24:00;27900
02818419;00596;01388;000:20:07:00;000:21:23:00;22800
02818568;01388;01341;000:20:11:00;000:20:26:00;4500
02818558;01388;00596;000:20:25:00;000:21:39:00;22200
02818381;00596;01388;000:20:27:00;000:21:43:00;22800
02818526;01388;00596;000:20:45:00;000:21:59:00;22200
02818358;00596;01388;000:20:47:00;000:22:03:00;22800
02818463;01388;00596;000:21:05:00;000:22:19:00;22200
02818326;00596;01388;000:21:07:00;000:22:23:00;22800
02818417;01388;00596;000:21:25:00;000:22:39:00;22200
02818588;00596;01388;000:21:27:00;000:22:43:00;22800
02818380;01388;00596;000:21:45:00;000:22:59:00;22200
02818557;00596;01388;000:21:47:00;000:23:03:00;22800
02818357;01388;00596;000:22:05:00;000:23:19:00;22200
02818525;00596;01388;000:22:07:00;000:23:23:00;22800
02818325;01388;00596;000:22:25:00;000:23:39:00;22200
02818461;00596;01388;000:22:27:00;000:23:43:00;22800
02818587;01388;00596;000:22:45:00;000:23:59:00;22200
02818415;00596;01388;000:22:47:00;001:00:03:00;22800
02818556;01388;00596;000:23:05:00;001:00:19:00;22200
02818379;00596;01388;000:23:07:00;001:00:23:00;22800
02818524;01388;00596;000:23:25:00;001:00:39:00;22200
02818356;00596;01388;000:23:27:00;001:00:43:00;22800
02818459;01388;00596;000:23:45:00;001:00:59:00;22200
02818324;00596;01388;000:23:47:00;001:01:03:00;22800
02818413;01388;00596;001:00:05:00;001:01:19:00;22200
02818586;00596;01388;001:00:07:00;001:01:23:00;22800
02818378;01388;00596;001:00:25:00;001:01:39:00;22200
02818555;00596;01388;001:00:27:00;001:01:43:00;22800
02818523;00596;01341;001:00:47:00;001:01:48:00;18300
02818355;01388;00672;001:00:55:00;001:01:33:00;11400
02818457;00596;00672;001:01:07:00;001:01:38:00;9300
02884283;00655;00151;000:05:01:00;000:05:42:00;12300
02884313;00151;00655;000:05:03:00;000:05:44:00;12300
02884205;00655;00151;000:05:21:00;000:06:02:00;12300
02884342;00151;00655;000:05:23:00;000:06:04:00;12300
02884224;00655;00151;000:05:41:00;000:06:22:00;12300
02884394;00151;00655;000:05:43:00;000:06:24:00;12300
02884312;00655;00116;000:05:51:00;000:06:21:00;9000
02884243;00655;00151;000:06:01:00;000:06:42:00;12300
02884282;00151;00655;000:06:03:00;000:06:44:00;12300
02884370;00116;00655;000:06:03:00;000:06:34:00;9300
02884341;00655;00116;000:06:11:00;000:06:41:00;9000
02884262;00655;00151;000:06:21:00;000:07:02:00;12300
02884204;00151;00655;000:06:23:00;000:07:04:00;12300
02884311;00116;00655;000:06:23:00;000:06:54:00;9300
02884393;00655;00116;000:06:31:00;000:07:01:00;9000
02884369;00655;00151;000:06:41:00;000:07:22:00;12300
02884223;00151;00655;000:06:43:00;000:07:24:00;12300
02884340;00116;00655;000:06:43:00;000:07:14:00;9300
02884281;00655;00151;000:06:51:00;000:07:32:00;12300
02884310;00655;00151;000:07:01:00;000:07:42:00;12300
02884392;00116;00655;000:07:03:00;000:07:34:00;9300
02884242;00151;00655;000:07:03:00;000:07:44:00;12300
02884203;00655;00151;000:07:11:00;000:07:52:00;12300
02884261;00151;00655;000:07:13:00;000:07:54:00;12300
02884339;00655;00151;000:07:21:00;000:08:02:00;12300
02884368;00151;00655;000:07:23:00;000:08:04:00;12300
02884222;00655;00151;000:07:31:00;000:08:12:00;12300
02884415;01123;00151;000:07:33:00;000:07:36:00;900
02884280;00151;00655;000:07:33:00;000:08:14:00;12300
02883793;01104;00151;000:07:36:00;000:07:40:00;1200
02883773;00151;01123;000:07:40:00;000:07:42:00;600
02884391;00655;00151;000:07:41:00;000:08:22:00;12300
02884185;00151;00655;000:07:43:00;000:08:24:00;12300
02884241;00655;00151;000:07:51:00;000:08:32:00;12300
02884309;00151;00655;000:07:53:00;000:08:34:00;12300
02884260;00655;00151;000:08:01:00;000:08:42:00;12300
02884202;00151;00655;000:08:03:00;000:08:44:00;12300
02884367;00655;00116;000:08:11:00;000:08:41:00;9000
02884338;00151;00655;000:08:13:00;000:08:54:00;12300
02884279;00655;00151;000:08:21:00;000:09:02:00;12300
02884221;00151;00655;000:08:23:00;000:09:04:00;12300
02884184;00655;00116;000:08:31:00;000:09:01:00;9000
02884308;00655;00151;000:08:41:00;000:09:22:00;12300
02884240;00151;00655;000:08:43:00;000:09:24:00;12300
02884366;00116;00655;000:08:43:00;000:09:14:00;9300
02884201;00655;00116;000:08:51:00;000:09:21:00;9000
02884337;00655;00151;000:09:01:00;000:09:42:00;12300
02884259;00151;00655;000:09:03:00;000:09:44:00;12300
02884183;00116;00655;000:09:03:00;000:09:34:00;9300
02884220;00655;00116;000:09:11:00;000:09:41:00;9000
02884365;00655;00151;000:09:21:00;000:10:02:00;12300
02884200;00116;00655;000:09:23:00;000:09:54:00;9300
02884278;00151;00655;000:09:23:00;000:10:04:00;12300
02884239;00655;00116;000:09:31:00;000:10:01:00;9000
02884182;00655;00151;000:09:41:00;000:10:22:00;12300
02884219;00116;00655;000:09:43:00;000:10:14:00;9300
02884307;00151;00655;000:09:43:00;000:10:24:00;12300
02884258;00655;00116;000:09:51:00;000:10:21:00;9000
02884199;00655;00151;000:10:01:00;000:10:42:00;12300
02884238;00116;00655;000:10:03:00;000:10:34:00;9300
02884336;00151;00655;000:10:03:00;000:10:44:00;12300
02884277;00655;00116;000:10:11:00;000:10:41:00;9000
02884218;00655;00151;000:10:21:00;000:11:02:00;12300
02884257;00116;00655;000:10:23:00;000:10:54:00;9300
02884364;00151;00655;000:10:23:00;000:11:04:00;12300
02884306;00655;00116;000:10:31:00;000:11:01:00;9000
02884237;00655;00151;000:10:41:00;000:11:22:00;12300
02884181;00151;00655;000:10:43:00;000:11:24:00;12300
02884276;00116;00655;000:10:43:00;000:11:14:00;9300
02884335;00655;00116;000:10:51:00;000:11:21:00;9000
02884256;00655;00151;000:11:01:00;000:11:42:00;12300
02884198;00151;00655;000:11:03:00;000:11:44:00;12300
02884305;00116;00655;000:11:03:00;000:11:34:00;9300
02884363;00655;00116;000:11:11:00;000:11:41:00;9000
02884275;00655;00151;000:11:21:00;000:12:02:00;12300
02884217;00151;00655;000:11:23:00;000:12:04:00;12300
02884334;00116;00655;000:11:23:00;000:11:54:00;9300
02884153;00655;00116;000:11:31:00;000:12:01:00;9000
02884304;00655;00151;000:11:41:00;000:12:22:00;12300
02884236;00151;00655;000:11:43:00;000:12:24:00;12300
02884362;00116;00655;000:11:43:00;000:12:14:00;9300
02884197;00655;00116;000:11:51:00;000:12:21:00;9000
02884333;00655;00151;000:12:01:00;000:12:42:00;12300
02884255;00151;00655;000:12:03:00;000:12:44:00;12300
02884136;00116;00655;000:12:03:00;000:12:34:00;9300
02884216;00655;00116;000:12:11:00;000:12:41:00;9000
02884361;00655;00151;000:12:21:00;000:13:02:00;12300
02884196;00116;00655;000:12:23:00;000:12:54:00;9300
02884274;00151;00655;000:12:23:00;000:13:04:00;12300
02884235;00655;00116;000:12:31:00;000:13:01:00;9000
02884095;00655;00151;000:12:41:00;000:13:22:00;12300
02884215;00116;00655;000:12:43:00;000:13:14:00;9300
02884303;00151;00655;000:12:43:00;000:13:24:00;12300
02884414;00989;00151;000:12:45:00;000:12:58:00;3900
02884254;00655;00116;000:12:51:00;000:13:21:00;9000
02884195;00655;00151;000:13:01:00;000:13:42:00;12300
02884234;00116;00655;000:13:03:00;000:13:34:00;9300
02884332;00151;00655;000:13:03:00;000:13:44:00;12300
02884413;00151;01104;000:13:06:00;000:13:09:00;900
02884273;00655;00116;000:13:11:00;000:13:41:00;9000
02884214;00655;00151;000:13:21:00;000:14:02:00;12300
02884253;00116;00655;000:13:23:00;000:13:54:00;9300
02884360;00151;00655;000:13:23:00;000:14:04:00;12300
02884302;00655;00116;000:13:31:00;000:14:01:00;9000
02884233;00655;00151;000:13:41:00;000:14:22:00;12300
02884094;00151;00655;000:13:43:00;000:14:24:00;12300
02884272;00116;00655;000:13:43:00;000:14:14:00;9300
02884331;00655;00116;000:13:51:00;000:14:21:00;9000
02884252;00655;00151;000:14:01:00;000:14:42:00;12300
02884194;00151;00655;000:14:03:00;000:14:44:00;12300
02884301;00116;00655;000:14:03:00;000:14:34:00;9300
02884359;00655;00116;000:14:11:00;000:14:41:00;9000
02884271;00655;00151;000:14:21:00;000:15:02:00;12300
02884213;00151;00655;000:14:23:00;000:15:04:00;12300
02884330;00116;00655;000:14:23:00;000:14:54:00;9300
02884038;00655;00116;000:14:31:00;000:15:01:00;9000
02884300;00655;00151;000:14:41:00;000:15:22:00;12300
02884232;00151;00655;000:14:43:00;000:15:24:00;12300
02884358;00116;00655;000:14:43:00;000:15:14:00;9300
02884193;00655;00116;000:14:51:00;000:15:21:00;9000
02884329;00655;00151;000:15:01:00;000:15:42:00;12300
02884251;00151;00655;000:15:03:00;000:15:44:00;12300
02883982;00116;00655;000:15:03:00;000:15:34:00;9300
02884212;00655;00116;000:15:11:00;000:15:41:00;9000
02884357;00655;00151;000:15:21:00;000:16:02:00;12300
02884192;00116;00655;000:15:23:00;000:15:54:00;9300
02884270;00151;00655;000:15:23:00;000:16:04:00;12300
02884381;00655;00272;000:15:26:00;000:15:40:00;4200
02884231;00655;00116;000:15:31:00;000:16:01:00;9000
02884390;00655;00272;000:15:36:00;000:15:50:00;4200
02884412;00272;00655;000:15:36:00;000:15:50:00;4200
02883977;00655;00151;000:15:41:00;000:16:22:00;12300
02884211;00116;00655;000:15:43:00;000:16:14:00;9300
02884299;00151;00655;000:15:43:00;000:16:24:00;12300
02884380;00272;00655;000:15:46:00;000:16:00:00;4200
02884403;00655;00272;000:15:46:00;000:16:00:00;4200
02884250;00655;00116;000:15:51:00;000:16:21:00;9000
02884389;00272;00655;000:15:56:00;000:16:10:00;4200
02884411;00655;00272;000:15:56:00;000:16:10:00;4200
02884191;00655;00151;000:16:01:00;000:16:42:00;12300
02884230;00116;00655;000:16:03:00;000:16:34:00;9300
02884328;00151;00655;000:16:03:00;000:16:44:00;12300
02884379;00655;00272;000:16:06:00;000:16:20:00;4200
02884402;00272;00655;000:16:06:00;000:16:20:00;4200
02884269;00655;00116;000:16:11:00;000:16:41:00;9000
02884388;00655;00272;000:16:16:00;000:16:30:00;4200
02884410;00272;00655;000:16:16:00;000:16:30:00;4200
02884210;00655;00151;000:16:21:00;000:17:02:00;12300
02884249;00116;00655;000:16:23:00;000:16:54:00;9300
02884356;00151;00655;000:16:23:00;000:17:04:00;12300
02884378;00272;00655;000:16:26:00;000:16:40:00;4200
02884401;00655;00272;000:16:26:00;000:16:40:00;4200
02884298;00655;00116;000:16:31:00;000:17:01:00;9000
02884387;00272;00655;000:16:36:00;000:16:50:00;4200
02884409;00655;00272;000:16:36:00;000:16:50:00;4200
02884229;00655;00151;000:16:41:00;000:17:22:00;12300
02883975;00151;00655;000:16:43:00;000:17:24:00;12300
02884268;00116;00655;000:16:43:00;000:17:14:00;9300
02884377;00655;00272;000:16:46:00;000:17:00:00;4200
02884400;00272;00655;000:16:46:00;000:17:00:00;4200
02884327;00655;00116;000:16:51:00;000:17:21:00;9000
02884386;00655;00272;000:16:56:00;000:17:10:00;4200
02884408;00272;00655;000:16:56:00;000:17:10:00;4200
02884248;00655;00151;000:17:01:00;000:17:42:00;12300
02884190;00151;00655;000:17:03:00;000:17:44:00;12300
02884297;00116;00655;000:17:03:00;000:17:34:00;9300
02884376;00272;00655;000:17:06:00;000:17:20:00;4200
02884399;00655;00272;000:17:06:00;000:17:20:00;4200
02884355;00655;00116;000:17:11:00;000:17:41:00;9000
02884385;00272;00655;000:17:16:00;000:17:30:00;4200
02884407;00655;00272;000:17:16:00;000:17:30:00;4200
02884267;00655;00151;000:17:21:00;000:18:02:00;12300
02884209;00151;00655;000:17:23:00;000:18:04:00;12300
02884326;00116;00655;000:17:23:00;000:17:54:00;9300
02884375;00655;00272;000:17:26:00;000:17:40:00;4200
02884398;00272;00655;000:17:26:00;000:17:40:00;4200
02883938;00655;00116;000:17:31:00;000:18:01:00;9000
02884384;00655;00272;000:17:36:00;000:17:50:00;4200
02884406;00272;00655;000:17:36:00;000:17:50:00;4200
02884296;00655;00151;000:17:41:00;000:18:22:00;12300
02884228;00151;00655;000:17:43:00;000:18:24:00;12300
02884354;00116;00655;000:17:43:00;000:18:14:00;9300
02884374;00272;00655;000:17:46:00;000:18:00:00;4200
02884397;00655;00272;000:17:46:00;000:18:00:00;4200
02884189;00655;00116;000:17:51:00;000:18:21:00;9000
02884383;00272;00655;000:17:56:00;000:18:10:00;4200
02884405;00655;00272;000:17:56:00;000:18:10:00;4200
02884325;00655;00151;000:18:01:00;000:18:42:00;12300
02884247;00151;00655;000:18:03:00;000:18:44:00;12300
02883886;00116;00655;000:18:03:00;000:18:34:00;9300
02884373;00655;00272;000:18:06:00;000:18:20:00;4200
02884396;00272;00655;000:18:06:00;000:18:20:00;4200
02884208;00655;00116;000:18:11:00;000:18:41:00;9000
02884382;00655;00272;000:18:16:00;000:18:30:00;4200
02884404;00272;00655;000:18:16:00;000:18:30:00;4200
02884353;00655;00151;000:18:21:00;000:19:02:00;12300
02884188;00116;00655;000:18:23:00;000:18:54:00;9300
02884266;00151;00655;000:18:23:00;000:19:04:00;12300
02884372;00272;00655;000:18:26:00;000:18:40:00;4200
02884395;00655;00272;000:18:26:00;000:18:40:00;4200
02884227;00655;00116;000:18:31:00;000:19:01:00;9000
02883814;00655;00151;000:18:41:00;000:19:22:00;12300
02884207;00116;00655;000:18:43:00;000:19:14:00;9300
02884295;00151;00655;000:18:43:00;000:19:24:00;12300
02884246;00655;00116;000:18:51:00;000:19:21:00;9000
02884187;00655;00151;000:19:01:00;000:19:42:00;12300
02884226;00116;00655;000:19:03:00;000:19:34:00;9300
02884324;00151;00655;000:19:03:00;000:19:44:00;12300
02884265;00655;00116;000:19:11:00;000:19:41:00;9000
02884244;00655;00151;000:19:21:00;000:20:02:00;12300
02884245;00116;00655;000:19:23:00;000:19:54:00;9300
02884352;00151;00655;000:19:23:00;000:20:04:00;12300
02884294;00655;00116;000:19:31:00;000:20:01:00;9000
02884263;00655;00151;000:19:41:00;000:20:22:00;12300
02884206;00151;00655;000:19:43:00;000:20:24:00;12300
02884264;00116;00655;000:19:43:00;000:20:14:00;9300
02884323;00655;00116;000:19:51:00;000:20:21:00;9000
02883799;00655;00151;000:20:01:00;000:20:42:00;12300
02884225;00151;00655;000:20:03:00;000:20:44:00;12300
02884293;00116;00655;000:20:03:00;000:20:34:00;9300
02884351;00655;00116;000:20:11:00;000:20:41:00;9000
02884186;00655;00116;000:20:21:00;000:20:51:00;9000
02884322;00116;00655;000:20:23:00;000:20:54:00;9300
02884321;00655;00116;000:20:41:00;000:21:06:00;7500
02884292;00116;00655;000:20:49:00;000:21:15:00;7800
02884291;00655;00116;000:21:01:00;000:21:26:00;7500
02884320;00116;00655;000:21:09:00;000:21:35:00;7800
02884348;00655;00116;000:21:21:00;000:21:46:00;7500
02884349;00116;00655;000:21:29:00;000:21:55:00;7800
02884319;00655;00116;000:21:41:00;000:22:06:00;7500
02884289;00116;00655;000:21:49:00;000:22:15:00;7800
02884318;00655;00116;000:22:01:00;000:22:26:00;7500
02884290;00116;00655;000:22:09:00;000:22:35:00;7800
02884317;00655;00116;000:22:21:00;000:22:46:00;7500
02884288;00116;00655;000:22:29:00;000:22:55:00;7800
02884346;00655;00116;000:22:41:00;000:23:06:00;7500
02884347;00116;00655;000:22:49:00;000:23:15:00;7800
02884287;00655;00116;000:23:01:00;000:23:26:00;7500
02884316;00116;00655;000:23:09:00;000:23:35:00;7800
02884286;00655;00116;000:23:21:00;000:23:46:00;7500
02884345;00116;00655;000:23:29:00;000:23:55:00;7800
02884285;00655;00116;000:23:41:00;001:00:06:00;7500
02884284;00116;00655;000:23:49:00;001:00:15:00;7800
02884343;00655;00116;001:00:01:00;001:00:26:00;7500
02884314;00116;00655;001:00:09:00;001:00:35:00;7800
02884344;00655;00116;001:00:21:00;001:00:46:00;7500
02884315;00116;00655;001:00:29:00;001:00:55:00;7800
02884371;00655;00116;001:00:41:00;001:01:06:00;7500
02949849;01284;01862;000:05:07:00;000:05:47:00;12000
02949496;01862;01284;000:05:09:00;000:05:48:00;11700
02949806;01284;01862;000:05:27:00;000:06:07:00;12000
02949877;01862;01284;000:05:29:00;000:06:08:00;11700
02949517;01284;01862;000:05:47:00;000:06:27:00;12000
02949848;01862;01284;000:05:49:00;000:06:28:00;11700
02949495;01284;01862;000:05:57:00;000:06:37:00;12000
02949403;01284;01862;000:06:07:00;000:06:47:00;12000
02949805;01862;01284;000:06:09:00;000:06:48:00;11700
02949876;01284;01862;000:06:17:00;000:06:57:00;12000
02949780;01862;01284;000:06:19:00;000:06:58:00;11700
02949347;01284;01862;000:06:27:00;000:07:07:00;12000
02949763;01862;01284;000:06:29:00;000:07:08:00;11700
02949847;01284;01862;000:06:37:00;000:07:17:00;12000
02949516;01862;01284;000:06:39:00;000:07:18:00;11700
02949822;01284;01862;000:06:47:00;000:07:27:00;12000
02949494;01862;01284;000:06:49:00;000:07:28:00;11700
02949804;01284;01862;000:06:57:00;000:07:37:00;12000
02949400;01862;01284;000:06:59:00;000:07:38:00;11700
02949779;01284;01862;000:07:07:00;000:07:47:00;12000
02949875;01862;01284;000:07:09:00;000:07:48:00;11700
02949882;01284;00764;000:07:12:00;000:07:40:00;8400
02949762;01284;01862;000:07:17:00;000:07:57:00;12000
02949344;01862;01284;000:07:19:00;000:07:58:00;11700
02949881;00764;00861;000:07:24:00;000:07:46:00;6600
02949884;00144;00861;000:07:25:00;000:07:36:00;3300
02949515;01284;01862;000:07:27:00;000:08:07:00;12000
02949846;01862;01284;000:07:29:00;000:08:08:00;11700
02949879;00764;00861;000:07:34:00;000:07:56:00;6600
02949493;01284;01862;000:07:37:00;000:08:17:00;12000
02949821;01862;01284;000:07:39:00;000:08:18:00;11700
02949397;01284;01862;000:07:47:00;000:08:27:00;12000
02949803;01862;01284;000:07:49:00;000:08:28:00;11700
02949874;01284;01862;000:07:57:00;000:08:37:00;12000
02949778;01862;01284;000:07:59:00;000:08:38:00;11700
02949341;01284;01862;000:08:07:00;000:08:47:00;12000
02949761;01862;01284;000:08:09:00;000:08:48:00;11700
02949845;01284;01862;000:08:17:00;000:08:57:00;12000
02949514;01862;01284;000:08:19:00;000:08:58:00;11700
02949820;01284;01862;000:08:27:00;000:09:07:00;12000
02949492;01862;01284;000:08:29:00;000:09:08:00;11700
02949802;01284;01862;000:08:37:00;000:09:17:00;12000
02949394;01862;01284;000:08:39:00;000:09:18:00;11700
02949777;01284;01862;000:08:47:00;000:09:27:00;12000
02949873;01862;01284;000:08:49:00;000:09:28:00;11700
02949760;01284;01862;000:08:57:00;000:09:37:00;12000
02949338;01862;01284;000:08:59:00;000:09:38:00;11700
02949513;01284;01862;000:09:07:00;000:09:47:00;12000
02949844;01862;01284;000:09:09:00;000:09:48:00;11700
02949491;01284;01862;000:09:17:00;000:09:57:00;12000
02949819;01862;01284;000:09:19:00;000:09:58:00;11700
02949391;01284;01862;000:09:27:00;000:10:07:00;12000
02949801;01862;01284;000:09:29:00;000:10:08:00;11700
02949872;01284;01862;000:09:37:00;000:10:17:00;12000
02949776;01862;01284;000:09:39:00;000:10:18:00;11700
02949335;01284;01862;000:09:47:00;000:10:27:00;12000
02949759;01862;01284;000:09:49:00;000:10:28:00;11700
02949843;01284;01862;000:09:57:00;000:10:37:00;12000
02949512;01862;01284;000:09:59:00;000:10:38:00;11700
02949818;01284;01862;000:10:07:00;000:10:47:00;12000
02949490;01862;01284;000:10:09:00;000:10:48:00;11700
02949800;01284;01862;000:10:17:00;000:10:57:00;12000
02949388;01862;01284;000:10:19:00;000:10:58:00;11700
02949775;01284;01862;000:10:27:00;000:11:07:00;12000
02949871;01862;01284;000:10:29:00;000:11:08:00;11700
02949758;01284;01862;000:10:37:00;000:11:17:00;12000
02949332;01862;01284;000:10:39:00;000:11:18:00;11700
02949511;01284;01862;000:10:47:00;000:11:27:00;12000
02949842;01862;01284;000:10:49:00;000:11:28:00;11700
02949489;01284;01862;000:10:57:00;000:11:37:00;12000
02949817;01862;01284;000:10:59:00;000:11:38:00;11700
02949385;01284;01862;000:11:07:00;000:11:47:00;12000
02949799;01862;01284;000:11:09:00;000:11:48:00;11700
02949870;01284;01862;000:11:17:00;000:11:57:00;12000
02949774;01862;01284;000:11:19:00;000:11:58:00;11700
02949329;01284;01862;000:11:27:00;000:12:07:00;12000
02949757;01862;01284;000:11:29:00;000:12:08:00;11700
02949841;01284;01862;000:11:37:00;000:12:17:00;12000
02949510;01862;01284;000:11:39:00;000:12:18:00;11700
02949816;01284;01862;000:11:47:00;000:12:27:00;12000
02949488;01862;01284;000:11:49:00;000:12:28:00;11700
02949798;01284;01862;000:11:57:00;000:12:37:00;12000
02949382;01862;01284;000:11:59:00;000:12:38:00;11700
02949773;01284;01862;000:12:07:00;000:12:47:00;12000
02949869;01862;01284;000:12:09:00;000:12:48:00;11700
02949756;01284;01862;000:12:17:00;000:12:57:00;12000
02949129;01862;01284;000:12:19:00;000:12:58:00;11700
02949509;01284;01862;000:12:27:00;000:13:07:00;12000
02949840;01862;01284;000:12:29:00;000:13:08:00;11700
02949487;01284;01862;000:12:37:00;000:13:17:00;12000
02949815;01862;01284;000:12:39:00;000:13:18:00;11700
02949380;01284;01862;000:12:47:00;000:13:27:00;12000
02949878;00144;00767;000:12:48:00;000:12:58:00;3000
02949797;01862;01284;000:12:49:00;000:13:28:00;11700
02949868;01284;01862;000:12:57:00;000:13:37:00;12000
02949880;00144;00767;000:12:58:00;000:13:08:00;3000
02949772;01862;01284;000:12:59:00;000:13:38:00;11700
02949124;01284;00764;000:13:03:00;000:13:31:00;8400
02949858;01284;01862;000:13:07:00;000:13:47:00;12000
02949544;01862;01284;000:13:09:00;000:13:48:00;11700
02949839;01284;01862;000:13:17:00;000:13:57:00;12000
02949508;01862;01284;000:13:19:00;000:13:58:00;11700
02949814;01284;01862;000:13:27:00;000:14:07:00;12000
02949486;01862;01284;000:13:29:00;000:14:08:00;11700
02949796;01284;01862;000:13:37:00;000:14:17:00;12000
02949377;01862;01284;000:13:39:00;000:14:18:00;11700
02949771;01284;01862;000:13:47:00;000:14:27:00;12000
02949867;01862;01284;000:13:49:00;000:14:28:00;11700
02949532;01284;01862;000:13:57:00;000:14:37:00;12000
02949857;01862;01284;000:13:59:00;000:14:38:00;11700
02949507;01284;01862;000:14:07:00;000:14:47:00;12000
02949838;01862;01284;000:14:09:00;000:14:48:00;11700
02949444;01284;01862;000:14:17:00;000:14:57:00;12000
02949813;01862;01284;000:14:19:00;000:14:58:00;11700
